bitconnect,"Sep 05, 2017",114.74,131.57,108.93,129.42,"8,537,600","756,793,000"
bitconnect,"Sep 04, 2017",128.26,129.55,110.68,114.13,"30,395,600","845,031,000"
bitconnect,"Sep 03, 2017",131.71,135.06,125.87,130.99,"5,244,490","866,869,000"
bitconnect,"Sep 02, 2017",141.11,142.8,128.0,131.33,"5,056,030","926,918,000"
bitconnect,"Sep 01, 2017",135.66,140.97,133.47,140.97,"7,854,700","890,229,000"
bitconnect,"Aug 31, 2017",135.6,136.88,132.24,135.63,"6,633,480","888,920,000"
bitconnect,"Aug 30, 2017",128.06,137.29,127.68,136.06,"9,923,160","838,560,000"
bitconnect,"Aug 29, 2017",119.01,129.24,114.84,128.24,"9,907,640","778,470,000"
bitconnect,"Aug 28, 2017",114.84,120.45,86.11,118.75,"6,444,290","750,345,000"
bitconnect,"Aug 27, 2017",116.11,129.98,101.65,114.99,"4,895,670","757,691,000"
bitconnect,"Aug 26, 2017",100.14,136.51,93.25,116.13,"995,116","652,789,000"
bitconnect,"Aug 25, 2017",123.4,149.89,38.98,100.87,"3,353,200","803,652,000"
bitconnect,"Aug 24, 2017",128.05,131.49,119.89,127.08,"8,552,010","832,860,000"
bitconnect,"Aug 23, 2017",120.2,130.43,119.72,127.97,"9,692,110","781,010,000"
bitconnect,"Aug 22, 2017",116.16,121.95,106.55,120.44,"6,273,350","754,043,000"
bitconnect,"Aug 21, 2017",116.32,118.05,112.68,115.91,"7,667,050","754,278,000"
bitconnect,"Aug 20, 2017",119.53,119.61,114.63,116.77,"4,730,720","774,327,000"
bitconnect,"Aug 19, 2017",121.01,132.04,111.47,120.04,"6,751,140","783,024,000"
bitconnect,"Aug 18, 2017",117.65,124.19,115.06,121.08,"7,858,910","760,435,000"
bitconnect,"Aug 17, 2017",119.23,122.91,115.32,117.9,"9,416,780","769,810,000"
bitconnect,"Aug 16, 2017",112.38,119.41,107.07,119.36,"8,065,040","724,865,000"
bitconnect,"Aug 15, 2017",113.03,116.79,104.35,112.26,"8,375,150","728,298,000"
bitconnect,"Aug 14, 2017",103.3,112.83,98.87,112.73,"7,806,160","664,460,000"
bitconnect,"Aug 13, 2017",104.71,113.37,100.17,103.23,"5,104,100","672,851,000"
bitconnect,"Aug 12, 2017",98.88,106.88,97.91,104.76,"6,396,390","634,327,000"
bitconnect,"Aug 11, 2017",91.57,100.27,91.22,98.96,"8,535,500","586,851,000"
bitconnect,"Aug 10, 2017",85.94,92.18,85.46,91.54,"8,170,850","550,213,000"
bitconnect,"Aug 09, 2017",86.45,86.89,83.16,85.91,"6,557,630","552,995,000"
bitconnect,"Aug 08, 2017",83.13,87.32,83.03,86.51,"8,050,680","530,677,000"
bitconnect,"Aug 07, 2017",79.2,84.9,78.36,83.05,"4,506,370","505,097,000"
bitconnect,"Aug 06, 2017",79.13,81.21,75.75,79.32,"3,382,890","504,140,000"
bitconnect,"Aug 05, 2017",70.72,80.61,70.72,79.13,"4,215,220","450,089,000"
bitconnect,"Aug 04, 2017",69.41,71.1,67.85,70.9,"4,766,590","441,261,000"
bitconnect,"Aug 03, 2017",65.09,69.85,64.73,69.35,"4,382,480","413,366,000"
bitconnect,"Aug 02, 2017",50.73,70.3,49.78,64.93,"3,277,460","321,857,000"
bitconnect,"Aug 01, 2017",65.98,66.14,41.09,52.44,"261,126","416,441,000"
bitconnect,"Jul 31, 2017",61.29,66.64,57.91,66.14,"1,578,510","386,447,000"
bitconnect,"Jul 30, 2017",65.08,65.16,61.26,61.52,"2,147,470","409,831,000"
bitconnect,"Jul 29, 2017",69.08,69.23,64.04,64.96,"2,912,860","434,587,000"
bitconnect,"Jul 28, 2017",65.28,69.94,64.79,69.28,"4,174,750","410,202,000"
bitconnect,"Jul 27, 2017",63.01,66.09,62.21,65.09,"3,508,340","395,556,000"
bitconnect,"Jul 26, 2017",63.57,64.46,60.63,62.68,"3,436,370","398,636,000"
bitconnect,"Jul 25, 2017",67.01,67.01,60.14,63.65,"3,566,120","413,094,000"
bitconnect,"Jul 24, 2017",61.33,68.22,58.44,67.02,"3,991,940","374,541,000"
bitconnect,"Jul 23, 2017",67.36,67.85,58.75,60.14,"2,132,900","410,971,000"
bitconnect,"Jul 22, 2017",67.23,70.84,65.63,67.31,"3,077,890","409,779,000"
bitconnect,"Jul 21, 2017",70.31,70.55,65.47,67.21,"4,225,470","423,696,000"
bitconnect,"Jul 20, 2017",56.44,72.0,56.44,69.79,"4,378,970","334,334,000"
bitconnect,"Jul 19, 2017",58.38,60.22,55.72,56.61,"3,140,970","345,452,000"
bitconnect,"Jul 18, 2017",55.72,59.98,53.81,58.29,"3,540,910","329,330,000"
bitconnect,"Jul 17, 2017",47.74,55.83,47.74,55.49,"3,778,790","281,529,000"
bitconnect,"Jul 16, 2017",44.22,50.56,29.87,48.05,"2,100,690","260,770,000"
bitconnect,"Jul 15, 2017",55.45,55.55,44.57,44.57,"2,687,210","383,760,000"
bitconnect,"Jul 14, 2017",57.6,58.57,53.94,55.53,"3,445,520","398,102,000"
bitconnect,"Jul 13, 2017",57.99,58.89,57.02,57.64,"3,024,130","400,400,000"
bitconnect,"Jul 12, 2017",54.99,58.86,53.61,58.26,"2,740,060","379,392,000"
bitconnect,"Jul 11, 2017",53.64,56.96,53.28,55.07,"2,767,260","368,502,000"
bitconnect,"Jul 10, 2017",58.67,59.6,53.45,53.97,"2,949,720","402,702,000"
bitconnect,"Jul 09, 2017",60.22,60.45,58.61,58.96,"1,992,460","412,952,000"
bitconnect,"Jul 08, 2017",56.6,60.25,56.6,60.18,"2,447,650","387,783,000"
bitconnect,"Jul 07, 2017",59.13,59.79,56.58,56.58,"4,205,810","404,767,000"
bitconnect,"Jul 06, 2017",57.11,63.8,56.92,59.06,"3,277,810","390,587,000"
bitconnect,"Jul 05, 2017",55.52,57.3,53.62,57.08,"2,954,260","379,307,000"
bitconnect,"Jul 04, 2017",53.24,55.52,53.22,55.48,"2,748,610","363,460,000"
bitconnect,"Jul 03, 2017",51.81,54.06,51.35,53.36,"3,417,230","353,379,000"
bitconnect,"Jul 02, 2017",50.04,52.4,49.62,52.04,"1,326,100","341,010,000"
bitconnect,"Jul 01, 2017",51.37,52.15,49.61,50.04,"2,650,800","349,775,000"
bitconnect,"Jun 30, 2017",51.94,53.1,50.86,51.39,"2,126,610","353,252,000"
bitconnect,"Jun 29, 2017",52.06,52.82,51.04,51.84,"2,865,970","353,750,000"
bitconnect,"Jun 28, 2017",51.31,52.62,49.94,52.11,"2,985,300","348,397,000"
bitconnect,"Jun 27, 2017",49.5,50.77,46.29,50.56,"2,410,340","335,744,000"
bitconnect,"Jun 26, 2017",51.11,52.74,47.31,48.33,"2,220,370","346,232,000"
bitconnect,"Jun 25, 2017",52.76,54.14,50.46,51.16,"2,464,490","357,030,000"
bitconnect,"Jun 24, 2017",55.65,56.4,51.81,52.87,"2,270,790","376,295,000"
bitconnect,"Jun 23, 2017",52.31,56.73,51.25,55.67,"2,353,480","353,360,000"
bitconnect,"Jun 22, 2017",51.25,52.3,50.28,52.3,"2,264,670","345,886,000"
bitconnect,"Jun 21, 2017",52.41,52.67,48.98,51.27,"1,981,900","353,405,000"
bitconnect,"Jun 20, 2017",51.36,52.76,51.08,52.42,"1,991,020","346,100,000"
bitconnect,"Jun 19, 2017",50.96,51.66,50.9,51.38,"1,827,540","343,207,000"
bitconnect,"Jun 18, 2017",51.02,51.62,50.5,50.9,"1,066,710","343,305,000"
bitconnect,"Jun 17, 2017",50.69,51.19,50.27,51.03,"1,436,890","340,842,000"
bitconnect,"Jun 16, 2017",49.16,51.44,46.92,50.94,"1,359,210","330,219,000"
bitconnect,"Jun 15, 2017",48.01,50.28,43.45,49.18,"1,655,390","322,219,000"
bitconnect,"Jun 14, 2017",50.89,53.96,46.35,47.83,"1,804,340","341,224,000"
bitconnect,"Jun 13, 2017",45.91,50.87,45.91,50.87,"1,609,630","307,656,000"
bitconnect,"Jun 12, 2017",53.42,53.42,41.72,45.68,"2,295,830","357,687,000"
bitconnect,"Jun 11, 2017",54.11,57.52,50.63,53.0,"1,762,110","361,918,000"
bitconnect,"Jun 10, 2017",50.04,59.6,42.61,54.04,"3,783,760","326,419,000"
bitconnect,"Jun 09, 2017",41.33,50.4,41.25,49.97,"2,787,430","268,196,000"
bitconnect,"Jun 08, 2017",36.18,41.43,35.42,41.43,"2,176,920","233,903,000"
