monero,"Sep 05, 2017",106.75,122.63,95.81,118.82,113378000,1605070000
monero,"Sep 04, 2017",126.23,126.23,101.73,106.17,89194700,1897480000
monero,"Sep 03, 2017",124.93,129.29,115.74,126.01,92631100,1877380000
monero,"Sep 02, 2017",141.35,141.4,121.96,124.8,128849000,2123430000
monero,"Sep 01, 2017",140.65,150.09,136.49,141.2,163961000,2112260000
monero,"Aug 31, 2017",131.95,141.97,131.21,140.41,131974000,1980860000
monero,"Aug 30, 2017",133.84,135.83,124.06,132.38,106543000,2008790000
monero,"Aug 29, 2017",144.24,144.5,128.02,133.03,104869000,2163850000
monero,"Aug 28, 2017",130.76,154.58,129.06,145.4,216036000,1961250000
monero,"Aug 27, 2017",137.59,138.88,124.81,130.68,92742200,2057550000
monero,"Aug 26, 2017",107.46,148.36,105.28,138.05,301843000,1606920000
monero,"Aug 25, 2017",86.47,108.36,85.34,108.26,95835700,1293030000
monero,"Aug 24, 2017",90.35,93.77,79.35,86.29,70187100,1351030000
monero,"Aug 23, 2017",91.01,99.71,85.51,90.33,84961900,1360920000
monero,"Aug 22, 2017",77.99,95.51,72.53,91.16,150286000,1166240000
monero,"Aug 21, 2017",54.67,95.08,52.87,77.82,238775000,817490000
monero,"Aug 20, 2017",55.79,56.05,51.8,54.71,15702600,834239000
monero,"Aug 19, 2017",46.97,58.03,46.97,55.96,27038800,702398000
monero,"Aug 18, 2017",47.37,48.93,46.22,46.69,14517200,708081000
monero,"Aug 17, 2017",48.82,49.46,47.05,47.45,11176000,729528000
monero,"Aug 16, 2017",48.77,49.09,47.03,48.78,12423400,728672000
monero,"Aug 15, 2017",49.97,50.16,45.72,48.74,13651100,746257000
monero,"Aug 14, 2017",47.69,49.75,46.63,49.75,14023000,711941000
monero,"Aug 13, 2017",49.38,50.15,45.46,47.76,19587800,737066000
monero,"Aug 12, 2017",50.85,51.57,46.34,49.37,17349200,758739000
monero,"Aug 11, 2017",49.31,51.56,48.93,50.65,8534390,735446000
monero,"Aug 10, 2017",50.94,51.29,49.47,49.47,9147740,759514000
monero,"Aug 09, 2017",51.94,53.34,49.74,50.96,11466600,774178000
monero,"Aug 08, 2017",50.4,52.64,49.93,51.94,12471600,750929000
monero,"Aug 07, 2017",47.67,50.21,47.24,50.21,12794900,710052000
monero,"Aug 06, 2017",48.57,49.18,47.36,47.83,8254240,723258000
monero,"Aug 05, 2017",45.18,49.49,45.18,48.58,12131400,672541000
monero,"Aug 04, 2017",43.36,45.32,42.97,45.12,7794340,645208000
monero,"Aug 03, 2017",43.8,44.31,43.23,43.36,8262040,651543000
monero,"Aug 02, 2017",44.08,44.78,42.78,43.63,8111580,655515000
monero,"Aug 01, 2017",39.88,45.04,39.81,44.15,17363300,592886000
monero,"Jul 31, 2017",39.67,40.68,38.94,39.84,13138500,589540000
monero,"Jul 30, 2017",43.95,43.95,39.55,39.62,11709500,652927000
monero,"Jul 29, 2017",43.69,44.37,42.19,43.89,7053810,648884000
monero,"Jul 28, 2017",45.29,45.79,42.74,43.96,18694500,672368000
monero,"Jul 27, 2017",45.92,46.74,43.93,45.24,15960700,681502000
monero,"Jul 26, 2017",40.73,46.44,38.6,45.8,26033100,604269000
monero,"Jul 25, 2017",45.55,45.84,38.24,40.68,12706300,675620000
monero,"Jul 24, 2017",42.66,45.76,41.86,45.58,12102100,632493000
monero,"Jul 23, 2017",44.64,44.78,41.44,42.67,8634060,661581000
monero,"Jul 22, 2017",40.25,44.76,40.15,44.71,9028920,596297000
monero,"Jul 21, 2017",40.55,41.43,39.53,40.34,9572580,600573000
monero,"Jul 20, 2017",34.89,41.01,34.89,40.3,14905700,516643000
monero,"Jul 19, 2017",36.47,37.59,34.37,35.06,6994230,539762000
monero,"Jul 18, 2017",34.89,37.92,33.38,36.38,9949120,516217000
monero,"Jul 17, 2017",29.47,34.98,29.46,34.83,13708900,435925000
monero,"Jul 16, 2017",31.97,32.53,28.83,29.43,12434100,472681000
monero,"Jul 15, 2017",35.57,35.57,31.37,32.09,9718770,525794000
monero,"Jul 14, 2017",38.08,38.33,34.22,35.48,9558140,562680000
monero,"Jul 13, 2017",40.43,40.74,37.2,38.23,9969180,597277000
